stlo:  120.6328
stla:   22.6119
stel:    139.00
     T           E           N           Z
 1.6040e+01 -3.4733e+05  3.7587e+04  3.5093e+05
 1.6050e+01 -3.2210e+05  1.6890e+05  3.3314e+05
 1.6060e+01 -2.9230e+05  2.5630e+05  2.9590e+05
 1.6070e+01 -2.6458e+05  2.9599e+05  2.4746e+05
 1.6080e+01 -2.4531e+05  2.9590e+05  1.9835e+05
 1.6090e+01 -2.3461e+05  2.7368e+05  1.6082e+05
 1.6100e+01 -2.2179e+05  2.5231e+05  1.5591e+05
 1.6110e+01 -1.9411e+05  2.4554e+05  2.0473e+05
 1.6120e+01 -1.4622e+05  2.4797e+05  3.0744e+05
 1.6130e+01 -8.0353e+04  2.4500e+05  4.4402e+05
 1.6140e+01 -7.2490e+03  2.2924e+05  5.8165e+05
 1.6150e+01  5.8747e+04  2.0623e+05  6.8132e+05
 1.6160e+01  1.0563e+05  1.8729e+05  7.1189e+05
 1.6170e+01  1.2588e+05  1.8107e+05  6.6613e+05
 1.6180e+01  1.2179e+05  1.9292e+05  5.6283e+05
 1.6190e+01  1.0319e+05  2.2414e+05  4.2913e+05
 1.6200e+01  7.5661e+04  2.6587e+05  2.8099e+05
 1.6210e+01  3.5631e+04  2.9812e+05  1.1534e+05
 1.6220e+01 -2.1651e+04  3.0055e+05 -7.4372e+04
 1.6230e+01 -9.8132e+04  2.6597e+05 -2.8172e+05
 1.6240e+01 -1.9667e+05  2.0536e+05 -4.9017e+05
 1.6250e+01 -3.1710e+05  1.4163e+05 -6.7778e+05
 1.6260e+01 -4.4818e+05  9.6837e+04 -8.2281e+05
 1.6270e+01 -5.6829e+05  8.2270e+04 -9.1200e+05
 1.6280e+01 -6.5706e+05  9.7198e+04 -9.4502e+05
 1.6290e+01 -7.0679e+05  1.3264e+05 -9.3678e+05
 1.6300e+01 -7.1881e+05  1.7313e+05 -9.1187e+05
 1.6310e+01 -6.9550e+05  1.9775e+05 -8.9182e+05
 1.6320e+01 -6.4163e+05  1.8896e+05 -8.8783e+05
 1.6330e+01 -5.6536e+05  1.4686e+05 -8.9924e+05
 1.6340e+01 -4.7677e+05  9.1983e+04 -9.1693e+05
 1.6350e+01 -3.8234e+05  5.0641e+04 -9.2844e+05
 1.6360e+01 -2.8168e+05  3.6176e+04 -9.1836e+05
 1.6370e+01 -1.7700e+05  4.2633e+04 -8.7041e+05
 1.6380e+01 -7.2452e+04  5.3175e+04 -7.7621e+05
 1.6390e+01  3.2391e+04  5.1603e+04 -6.3939e+05
 1.6400e+01  1.3515e+05  2.6727e+04 -4.7242e+05
 1.6410e+01  2.2549e+05 -2.6675e+04 -2.9406e+05
 1.6420e+01  2.8700e+05 -1.0516e+05 -1.2657e+05
 1.6430e+01  3.0485e+05 -1.9748e+05  4.7080e+03
 1.6440e+01  2.7973e+05 -2.8917e+05  8.2641e+04
 1.6450e+01  2.3281e+05 -3.6444e+05  1.1131e+05
 1.6460e+01  1.9821e+05 -4.0671e+05  1.1283e+05
 1.6470e+01  2.0783e+05 -4.0436e+05  1.2450e+05
 1.6480e+01  2.6798e+05 -3.6007e+05  1.8297e+05
 1.6490e+01  3.5808e+05 -2.9263e+05  2.9910e+05
 1.6500e+01  4.5297e+05 -2.2702e+05  4.5327e+05
 1.6510e+01  5.4043e+05 -1.8292e+05  6.1280e+05
 1.6520e+01  6.2802e+05 -1.6978e+05  7.4901e+05
 1.6530e+01  7.2921e+05 -1.8547e+05  8.3870e+05
 1.6540e+01  8.4815e+05 -2.1824e+05  8.6999e+05
 1.6550e+01  9.7613e+05 -2.5564e+05  8.5074e+05
 1.6560e+01  1.0920e+06 -2.9183e+05  8.0500e+05
 1.6570e+01  1.1749e+06 -3.2397e+05  7.5695e+05
 1.6580e+01  1.2143e+06 -3.4363e+05  7.2044e+05
 1.6590e+01  1.2028e+06 -3.3663e+05  7.0167e+05
 1.6600e+01  1.1320e+06 -2.9605e+05  6.9734e+05
 1.6610e+01  1.0035e+06 -2.3240e+05  6.8915e+05
 1.6620e+01  8.3683e+05 -1.6453e+05  6.5099e+05
 1.6630e+01  6.6035e+05 -1.0582e+05  5.7101e+05
 1.6640e+01  4.9319e+05 -5.8905e+04  4.6152e+05
 1.6650e+01  3.3455e+05 -1.7391e+04  3.4866e+05
 1.6660e+01  1.7398e+05  2.7768e+04  2.5286e+05
 1.6670e+01  6.4270e+03  8.0982e+04  1.8040e+05
 1.6680e+01 -1.6533e+05  1.3836e+05  1.3037e+05
 1.6690e+01 -3.3414e+05  1.9136e+05  9.5822e+04
 1.6700e+01 -4.9032e+05  2.3489e+05  5.9229e+04
 1.6710e+01 -6.2152e+05  2.7176e+05  9.2600e+02
 1.6720e+01 -7.1470e+05  3.0630e+05 -7.7226e+04
 1.6730e+01 -7.6436e+05  3.3420e+05 -1.4916e+05
 1.6740e+01 -7.7476e+05  3.4667e+05 -1.8804e+05
 1.6750e+01 -7.5054e+05  3.4474e+05 -1.8553e+05
 1.6760e+01 -6.9204e+05  3.4130e+05 -1.5323e+05
 1.6770e+01 -5.9880e+05  3.4784e+05 -1.1207e+05
 1.6780e+01 -4.7475e+05  3.6426e+05 -8.3780e+04
 1.6790e+01 -3.3148e+05  3.7879e+05 -8.1027e+04
 1.6800e+01 -1.8603e+05  3.7490e+05 -9.7359e+04
 1.6810e+01 -5.7605e+04  3.4158e+05 -1.1272e+05
 1.6820e+01  3.7078e+04  2.8234e+05 -1.1063e+05
 1.6830e+01  9.0369e+04  2.1581e+05 -8.5735e+04
 1.6840e+01  1.0465e+05  1.6355e+05 -4.1193e+04
 1.6850e+01  8.6808e+04  1.3414e+05  1.4550e+04
 1.6860e+01  4.3215e+04  1.1691e+05  6.5994e+04
 1.6870e+01 -1.7059e+04  9.2341e+04  9.5513e+04
 1.6880e+01 -7.8729e+04  5.1121e+04  9.4044e+04
 1.6890e+01 -1.2468e+05  2.4050e+03  6.1541e+04
 1.6900e+01 -1.4204e+05 -3.3176e+04  9.3880e+03
 1.6910e+01 -1.2882e+05 -3.7467e+04 -4.1296e+04
 1.6920e+01 -9.2503e+04 -5.0070e+03 -7.0948e+04
 1.6930e+01 -4.3651e+04  5.6043e+04 -6.9632e+04
 1.6940e+01  5.4920e+03  1.2963e+05 -4.1148e+04
 1.6950e+01  4.9052e+04  2.0068e+05 -1.3200e+02
 1.6960e+01  9.2683e+04  2.5885e+05  3.7029e+04
 1.6970e+01  1.4299e+05  2.9698e+05  5.7067e+04
 1.6980e+01  1.9875e+05  3.1258e+05  5.1294e+04
 1.6990e+01  2.5080e+05  3.0768e+05  1.8466e+04
 1.7000e+01  2.8614e+05  2.8360e+05 -3.9322e+04
 1.7010e+01  2.9555e+05  2.3982e+05 -1.2460e+05
 1.7020e+01  2.7906e+05  1.8027e+05 -2.4107e+05
 1.7030e+01  2.4593e+05  1.1494e+05 -3.7934e+05
 1.7040e+01  2.0570e+05  5.3309e+04 -5.1264e+05
 1.7050e+01  1.5925e+05 -1.4530e+03 -6.1080e+05
 1.7060e+01  1.0408e+05 -4.9978e+04 -6.5626e+05
 1.7070e+01  4.2985e+04 -9.0252e+04 -6.5234e+05
 1.7080e+01 -1.3861e+04 -1.1827e+05 -6.1826e+05
 1.7090e+01 -5.5140e+04 -1.3380e+05 -5.7516e+05
 1.7100e+01 -8.0302e+04 -1.4062e+05 -5.3547e+05
 1.7110e+01 -9.6367e+04 -1.4486e+05 -5.0096e+05
 1.7120e+01 -1.0604e+05 -1.5303e+05 -4.6821e+05
 1.7130e+01 -1.0760e+05 -1.6560e+05 -4.3166e+05
 1.7140e+01 -1.0009e+05 -1.7549e+05 -3.8464e+05
 1.7150e+01 -8.6905e+04 -1.7628e+05 -3.2221e+05
 1.7160e+01 -7.7685e+04 -1.6952e+05 -2.4621e+05
 1.7170e+01 -8.5158e+04 -1.6221e+05 -1.6585e+05
 1.7180e+01 -1.1697e+05 -1.5879e+05 -9.2212e+04
 1.7190e+01 -1.7186e+05 -1.5638e+05 -3.5922e+04
 1.7200e+01 -2.4046e+05 -1.4669e+05 -1.0470e+03
 1.7210e+01 -3.0900e+05 -1.2376e+05  1.9007e+04
 1.7220e+01 -3.6241e+05 -8.8672e+04  3.8435e+04
 1.7230e+01 -3.8655e+05 -4.7308e+04  6.9716e+04
 1.7240e+01 -3.7677e+05 -7.8760e+03  1.1024e+05
 1.7250e+01 -3.3961e+05  2.4173e+04  1.4487e+05
 1.7260e+01 -2.8492e+05  4.8987e+04  1.6080e+05
 1.7270e+01 -2.1981e+05  6.5831e+04  1.5682e+05
 1.7280e+01 -1.4800e+05  7.2101e+04  1.4274e+05
 1.7290e+01 -7.4456e+04  6.9751e+04  1.3352e+05
 1.7300e+01 -6.0840e+03  6.6433e+04  1.3974e+05
 1.7310e+01  5.0257e+04  6.9441e+04  1.6301e+05
 1.7320e+01  8.9391e+04  7.8161e+04  2.0083e+05
 1.7330e+01  1.0948e+05  8.5275e+04  2.4484e+05
 1.7340e+01  1.1429e+05  8.5979e+04  2.7896e+05
 1.7350e+01  1.1288e+05  8.2312e+04  2.9030e+05
 1.7360e+01  1.0926e+05  7.9234e+04  2.8166e+05
 1.7370e+01  9.5399e+04  8.0764e+04  2.6888e+05
 1.7380e+01  5.9519e+04  8.9447e+04  2.6455e+05
 1.7390e+01  9.8900e+02  1.0478e+05  2.6606e+05
 1.7400e+01 -6.3661e+04  1.2113e+05  2.6197e+05
 1.7410e+01 -1.1076e+05  1.2931e+05  2.4354e+05
 1.7420e+01 -1.2209e+05  1.2214e+05  2.0666e+05
 1.7430e+01 -9.2337e+04  9.8572e+04  1.5448e+05
 1.7440e+01 -3.5229e+04  5.9906e+04  9.5170e+04
 1.7450e+01  2.2335e+04  6.9780e+03  3.2502e+04
 1.7460e+01  5.3780e+04 -5.5819e+04 -3.8570e+04
 1.7470e+01  4.1847e+04 -1.2047e+05 -1.2486e+05
 1.7480e+01 -1.8685e+04 -1.7814e+05 -2.2532e+05
 1.7490e+01 -1.2442e+05 -2.1954e+05 -3.3113e+05
 1.7500e+01 -2.6112e+05 -2.3534e+05 -4.2626e+05
 1.7510e+01 -4.0230e+05 -2.2135e+05 -4.8641e+05
 1.7520e+01 -5.2148e+05 -1.8440e+05 -4.8645e+05
 1.7530e+01 -6.0398e+05 -1.3799e+05 -4.1580e+05
 1.7540e+01 -6.4814e+05 -9.4803e+04 -2.8732e+05
 1.7550e+01 -6.6084e+05 -6.1896e+04 -1.3303e+05
 1.7560e+01 -6.5240e+05 -3.8130e+04  1.1538e+04
 1.7570e+01 -6.3278e+05 -1.8717e+04  1.2521e+05
 1.7580e+01 -6.0738e+05 -2.4510e+03  2.0318e+05
 1.7590e+01 -5.7124e+05  6.5860e+03  2.5001e+05
 1.7600e+01 -5.1135e+05  3.8170e+03  2.7934e+05
 1.7610e+01 -4.2247e+05 -1.0970e+04  3.0947e+05
 1.7620e+01 -3.1880e+05 -3.3855e+04  3.4832e+05
 1.7630e+01 -2.2383e+05 -5.9525e+04  3.8708e+05
 1.7640e+01 -1.4969e+05 -8.4687e+04  4.1016e+05
 1.7650e+01 -9.0197e+04 -1.0983e+05  4.0659e+05
 1.7660e+01 -3.1856e+04 -1.3619e+05  3.7464e+05
 1.7670e+01  2.9436e+04 -1.6064e+05  3.2038e+05
 1.7680e+01  8.1771e+04 -1.7392e+05  2.5510e+05
 1.7690e+01  1.0959e+05 -1.6617e+05  1.9908e+05
 1.7700e+01  1.0633e+05 -1.3442e+05  1.7530e+05
 1.7710e+01  7.7013e+04 -8.2449e+04  1.9152e+05
 1.7720e+01  3.7683e+04 -1.5260e+04  2.3578e+05
 1.7730e+01  6.0440e+03  6.0474e+04  2.8242e+05
 1.7740e+01 -8.2940e+03  1.3318e+05  3.0201e+05
 1.7750e+01 -7.4970e+03  1.9007e+05  2.7532e+05
 1.7760e+01 -7.8300e+02  2.2279e+05  2.0342e+05
 1.7770e+01  8.8190e+03  2.3062e+05  1.1050e+05
 1.7780e+01  2.2659e+04  2.2018e+05  3.1183e+04
 1.7790e+01  3.8006e+04  2.0220e+05 -1.1482e+04
 1.7800e+01  5.2698e+04  1.8747e+05 -1.2923e+04
 1.7810e+01  6.9006e+04  1.7942e+05  1.8830e+04
 1.7820e+01  9.1770e+04  1.7090e+05  6.8741e+04
 1.7830e+01  1.2356e+05  1.5066e+05  1.1831e+05
 1.7840e+01  1.6091e+05  1.1246e+05  1.4890e+05
 1.7850e+01  1.9653e+05  6.0945e+04  1.5047e+05
 1.7860e+01  2.2043e+05  9.5350e+03  1.2653e+05
 1.7870e+01  2.2132e+05 -2.5797e+04  8.7335e+04
 1.7880e+01  1.9512e+05 -3.2119e+04  4.0801e+04
 1.7890e+01  1.5259e+05 -6.0590e+03 -9.4300e+03
 1.7900e+01  1.1370e+05  4.5188e+04 -5.9429e+04
 1.7910e+01  9.4295e+04  1.1177e+05 -1.0326e+05
 1.7920e+01  9.8817e+04  1.8677e+05 -1.3891e+05
 1.7930e+01  1.2155e+05  2.6235e+05 -1.6741e+05
 1.7940e+01  1.5008e+05  3.2469e+05 -1.8891e+05
 1.7950e+01  1.7064e+05  3.5814e+05 -2.0985e+05
 1.7960e+01  1.7919e+05  3.5446e+05 -2.4345e+05
 1.7970e+01  1.8336e+05  3.1615e+05 -2.9553e+05
 1.7980e+01  1.9182e+05  2.5522e+05 -3.5179e+05
 1.7990e+01  2.0705e+05  1.9084e+05 -3.8346e+05
 1.8000e+01  2.2248e+05  1.4245e+05 -3.6889e+05
 1.8010e+01  2.2717e+05  1.1950e+05 -3.0423e+05
 1.8020e+01  2.1480e+05  1.1720e+05 -1.9976e+05
 1.8030e+01  1.8870e+05  1.2308e+05 -7.4561e+04
 1.8040e+01  1.5993e+05  1.2676e+05  4.8920e+04
 1.8050e+01  1.3631e+05  1.2297e+05  1.5356e+05
 1.8060e+01  1.1795e+05  1.1056e+05  2.3640e+05
 1.8070e+01  1.0254e+05  9.0942e+04  3.0416e+05
 1.8080e+01  8.8953e+04  6.6815e+04  3.5869e+05
 1.8090e+01  7.8872e+04  4.2418e+04  3.9251e+05
 1.8100e+01  7.0946e+04  2.1933e+04  3.9588e+05
 1.8110e+01  5.4920e+04  6.3050e+03  3.6607e+05
 1.8120e+01  1.8543e+04 -7.8990e+03  3.1129e+05
 1.8130e+01 -4.1022e+04 -2.6552e+04  2.4522e+05
 1.8140e+01 -1.1227e+05 -5.4121e+04  1.7919e+05
 1.8150e+01 -1.7712e+05 -9.0310e+04  1.1512e+05
 1.8160e+01 -2.2109e+05 -1.2942e+05  4.6004e+04
 1.8170e+01 -2.3893e+05 -1.6242e+05 -3.4024e+04
 1.8180e+01 -2.3684e+05 -1.8104e+05 -1.2420e+05
 1.8190e+01 -2.2455e+05 -1.8114e+05 -2.1995e+05
 1.8200e+01 -2.0672e+05 -1.6375e+05 -3.1587e+05
 1.8210e+01 -1.8140e+05 -1.3548e+05 -4.0565e+05
 1.8220e+01 -1.4096e+05 -1.0719e+05 -4.8001e+05
 1.8230e+01 -7.8865e+04 -9.0686e+04 -5.2976e+05
 1.8240e+01  3.3400e+03 -9.4753e+04 -5.5241e+05
 1.8250e+01  9.5091e+04 -1.2139e+05 -5.4931e+05
 1.8260e+01  1.7917e+05 -1.6392e+05 -5.1998e+05
 1.8270e+01  2.4015e+05 -2.0791e+05 -4.6206e+05
 1.8280e+01  2.7281e+05 -2.3511e+05 -3.7340e+05
 1.8290e+01  2.8171e+05 -2.3087e+05 -2.5480e+05
 1.8300e+01  2.7621e+05 -1.9027e+05 -1.1294e+05
 1.8310e+01  2.6622e+05 -1.2070e+05  3.7002e+04
 1.8320e+01  2.5847e+05 -3.9215e+04  1.7211e+05
 1.8330e+01  2.5372e+05  3.6563e+04  2.6945e+05
 1.8340e+01  2.4754e+05  9.5944e+04  3.1765e+05
 1.8350e+01  2.3221e+05  1.3618e+05  3.2156e+05
 1.8360e+01  2.0046e+05  1.5930e+05  2.9695e+05
 1.8370e+01  1.5144e+05  1.6682e+05  2.6028e+05
 1.8380e+01  9.1850e+04  1.5468e+05  2.1999e+05
 1.8390e+01  3.1538e+04  1.1421e+05  1.7248e+05
 1.8400e+01 -2.0451e+04  4.2208e+04  1.0650e+05
 1.8410e+01 -5.6686e+04 -5.0804e+04  1.4544e+04
 1.8420e+01 -7.2287e+04 -1.4423e+05 -9.7597e+04
 1.8430e+01 -6.8592e+04 -2.1663e+05 -2.1201e+05
 1.8440e+01 -5.3222e+04 -2.5454e+05 -3.0890e+05
 1.8450e+01 -3.4752e+04 -2.5894e+05 -3.7668e+05
 1.8460e+01 -1.7069e+04 -2.4639e+05 -4.1857e+05
 1.8470e+01  3.7400e+03 -2.4124e+05 -4.4518e+05
 1.8480e+01  3.3292e+04 -2.6063e+05 -4.6011e+05
 1.8490e+01  6.9575e+04 -3.0332e+05 -4.5973e+05
 1.8500e+01  1.0136e+05 -3.5257e+05 -4.4338e+05
 1.8510e+01  1.1440e+05 -3.8957e+05 -4.1716e+05
 1.8520e+01  1.0510e+05 -4.0276e+05 -3.8353e+05
 1.8530e+01  8.4337e+04 -3.8990e+05 -3.4079e+05
 1.8540e+01  6.6056e+04 -3.5690e+05 -2.9199e+05
 1.8550e+01  5.7700e+04 -3.1201e+05 -2.4385e+05
 1.8560e+01  5.8870e+04 -2.6119e+05 -2.0327e+05
 1.8570e+01  6.8925e+04 -2.0609e+05 -1.7444e+05
 1.8580e+01  8.8850e+04 -1.4517e+05 -1.6012e+05
 1.8590e+01  1.1599e+05 -8.0182e+04 -1.6269e+05
 1.8600e+01  1.4202e+05 -1.7023e+04 -1.8147e+05
 1.8610e+01  1.5262e+05  4.1172e+04 -2.1013e+05
 1.8620e+01  1.3649e+05  9.6542e+04 -2.3743e+05
 1.8630e+01  9.5274e+04  1.4955e+05 -2.5386e+05
 1.8640e+01  4.1484e+04  1.9337e+05 -2.5694e+05
 1.8650e+01 -1.0013e+04  2.1970e+05 -2.4942e+05
 1.8660e+01 -4.9181e+04  2.2624e+05 -2.3154e+05
 1.8670e+01 -7.3551e+04  2.1688e+05 -1.9940e+05
 1.8680e+01 -8.4793e+04  1.9823e+05 -1.4874e+05
 1.8690e+01 -8.4643e+04  1.7592e+05 -8.0655e+04
 1.8700e+01 -7.5558e+04  1.5232e+05 -5.9620e+03
 1.8710e+01 -6.1536e+04  1.2653e+05  5.8651e+04
 1.8720e+01 -4.7616e+04  9.5053e+04  1.0062e+05
 1.8730e+01 -3.5862e+04  5.4558e+04  1.2083e+05
 1.8740e+01 -2.2521e+04  5.8020e+03  1.2964e+05
 1.8750e+01 -9.3500e+02 -4.4648e+04  1.3859e+05
 1.8760e+01  3.4730e+04 -8.6568e+04  1.5544e+05
 1.8770e+01  8.4516e+04 -1.1044e+05  1.8025e+05
 1.8780e+01  1.4227e+05 -1.1010e+05  2.0482e+05
 1.8790e+01  1.9883e+05 -8.3027e+04  2.1772e+05
 1.8800e+01  2.4342e+05 -3.0439e+04  2.1568e+05
 1.8810e+01  2.6784e+05  4.0630e+04  2.0773e+05
 1.8820e+01  2.6947e+05  1.1783e+05  2.0438e+05
 1.8830e+01  2.5126e+05  1.8819e+05  2.0677e+05
 1.8840e+01  2.1906e+05  2.4252e+05  2.0770e+05
 1.8850e+01  1.7665e+05  2.7648e+05  1.9974e+05
 1.8860e+01  1.2340e+05  2.8914e+05  1.8040e+05
 1.8870e+01  5.6291e+04  2.8206e+05  1.4956e+05
 1.8880e+01 -1.9859e+04  2.5742e+05  1.0768e+05
 1.8890e+01 -8.6581e+04  2.1637e+05  5.9975e+04
 1.8900e+01 -1.2390e+05  1.6086e+05  1.7552e+04
 1.8910e+01 -1.2576e+05  9.7486e+04 -9.4710e+03
 1.8920e+01 -1.0233e+05  3.8086e+04 -2.1160e+04
 1.8930e+01 -7.1140e+04 -6.6240e+03 -2.7868e+04
 1.8940e+01 -4.5095e+04 -3.3900e+04 -4.1447e+04
 1.8950e+01 -2.5508e+04 -4.9854e+04 -6.6805e+04
 1.8960e+01 -6.9460e+03 -6.4893e+04 -1.0078e+05
 1.8970e+01  1.4858e+04 -8.5959e+04 -1.3541e+05
 1.8980e+01  3.8605e+04 -1.0969e+05 -1.6179e+05
 1.8990e+01  5.5972e+04 -1.2267e+05 -1.7366e+05
 1.9000e+01  5.5849e+04 -1.1017e+05 -1.6971e+05
 1.9010e+01  3.1418e+04 -6.7904e+04 -1.5370e+05
 1.9020e+01 -1.4689e+04 -7.3360e+03 -1.2938e+05
 1.9030e+01 -7.2111e+04  5.2198e+04 -9.7432e+04
 1.9040e+01 -1.2941e+05  9.7023e+04 -5.9617e+04
 1.9050e+01 -1.7790e+05  1.2513e+05 -2.5021e+04
 1.9060e+01 -2.0904e+05  1.4203e+05 -9.8080e+03
 1.9070e+01 -2.1222e+05  1.5264e+05 -2.5271e+04
 1.9080e+01 -1.8196e+05  1.5597e+05 -6.7096e+04
 1.9090e+01 -1.2660e+05  1.4644e+05 -1.1737e+05
 1.9100e+01 -6.5013e+04  1.1953e+05 -1.5479e+05
 1.9110e+01 -1.3811e+04  7.6286e+04 -1.6315e+05
 1.9120e+01  2.1227e+04  2.4065e+04 -1.3503e+05
 1.9130e+01  4.3341e+04 -2.6645e+04 -7.4322e+04
 1.9140e+01  6.0179e+04 -6.6875e+04  2.3350e+03
 1.9150e+01  8.1098e+04 -9.1716e+04  7.1722e+04
 1.9160e+01  1.1231e+05 -1.0178e+05  1.1680e+05
 1.9170e+01  1.5304e+05 -1.0227e+05  1.3493e+05
 1.9180e+01  1.9798e+05 -9.9162e+04  1.3342e+05
 1.9190e+01  2.4242e+05 -9.6008e+04  1.2111e+05
 1.9200e+01  2.8455e+05 -9.4650e+04  1.0583e+05
 1.9210e+01  3.2095e+05 -9.9292e+04  9.1019e+04
 1.9220e+01  3.4551e+05 -1.1596e+05  7.4723e+04
 1.9230e+01  3.5329e+05 -1.4586e+05  5.3947e+04
 1.9240e+01  3.4077e+05 -1.8144e+05  2.7954e+04
 1.9250e+01  3.0666e+05 -2.0997e+05 -5.9500e+02
 1.9260e+01  2.5280e+05 -2.2182e+05 -2.5448e+04
 1.9270e+01  1.8308e+05 -2.1549e+05 -3.8786e+04
 1.9280e+01  1.0199e+05 -1.9661e+05 -3.7811e+04
 1.9290e+01  1.6466e+04 -1.7320e+05 -2.7812e+04
 1.9300e+01 -6.0548e+04 -1.5158e+05 -1.6601e+04
 1.9310e+01 -1.1380e+05 -1.3628e+05 -6.8430e+03
 1.9320e+01 -1.3638e+05 -1.3031e+05  3.5480e+03
 1.9330e+01 -1.3545e+05 -1.3327e+05  1.4914e+04
 1.9340e+01 -1.2510e+05 -1.4000e+05  2.4320e+04
 1.9350e+01 -1.1569e+05 -1.4158e+05  2.8718e+04
 1.9360e+01 -1.1166e+05 -1.2870e+05  2.9079e+04
 1.9370e+01 -1.1514e+05 -9.6139e+04  3.1678e+04
 1.9380e+01 -1.2474e+05 -4.5894e+04  4.5686e+04
 1.9390e+01 -1.3421e+05  1.3706e+04  7.6125e+04
 1.9400e+01 -1.3889e+05  7.3571e+04  1.1737e+05
 1.9410e+01 -1.4054e+05  1.2887e+05  1.5509e+05
 1.9420e+01 -1.4368e+05  1.7775e+05  1.7511e+05
 1.9430e+01 -1.5210e+05  2.1899e+05  1.7227e+05
 1.9440e+01 -1.6916e+05  2.5278e+05  1.5228e+05
 1.9450e+01 -1.9658e+05  2.8029e+05  1.2951e+05
 1.9460e+01 -2.3226e+05  3.0194e+05  1.2047e+05
 1.9470e+01 -2.6940e+05  3.1830e+05  1.3390e+05
 1.9480e+01 -2.9827e+05  3.3124e+05  1.6378e+05
 1.9490e+01 -3.1117e+05  3.4136e+05  1.9180e+05
 1.9500e+01 -3.0851e+05  3.4479e+05  2.0063e+05
 1.9510e+01 -3.0022e+05  3.3393e+05  1.8474e+05
 1.9520e+01 -2.9694e+05  3.0294e+05  1.4842e+05
 1.9530e+01 -2.9907e+05  2.5402e+05  9.9892e+04
 1.9540e+01 -2.9738e+05  1.9816e+05  4.9341e+04
 1.9550e+01 -2.8572e+05  1.4864e+05  3.3120e+03
 1.9560e+01 -2.6776e+05  1.1315e+05 -4.0666e+04
 1.9570e+01 -2.5207e+05  9.1367e+04 -9.0758e+04
 1.9580e+01 -2.4546e+05  7.8858e+04 -1.5150e+05
 1.9590e+01 -2.4886e+05  7.2954e+04 -2.1692e+05
 1.9600e+01 -2.5763e+05  7.4999e+04 -2.7298e+05
 1.9610e+01 -2.6406e+05  8.7272e+04 -3.0700e+05
 1.9620e+01 -2.6064e+05  1.0812e+05 -3.1582e+05
 1.9630e+01 -2.4276e+05  1.3002e+05 -3.0354e+05
 1.9640e+01 -2.0971e+05  1.4198e+05 -2.7675e+05
 1.9650e+01 -1.6595e+05  1.3458e+05 -2.4366e+05
 1.9660e+01 -1.2016e+05  1.0466e+05 -2.0867e+05
 1.9670e+01 -8.1924e+04  5.6054e+04 -1.6955e+05
 1.9680e+01 -5.5785e+04 -3.7380e+03 -1.2383e+05
 1.9690e+01 -3.7403e+04 -6.6023e+04 -7.5057e+04
 1.9700e+01 -1.7708e+04 -1.2185e+05 -3.3770e+04
 1.9710e+01  1.1869e+04 -1.6393e+05 -1.1678e+04
 1.9720e+01  5.4776e+04 -1.8911e+05 -1.2790e+04
 1.9730e+01  1.0563e+05 -1.9873e+05 -3.0770e+04
 1.9740e+01  1.5136e+05 -1.9596e+05 -5.1758e+04
 1.9750e+01  1.7787e+05 -1.8398e+05 -6.1125e+04
 1.9760e+01  1.7921e+05 -1.6470e+05 -5.3884e+04
 1.9770e+01  1.6070e+05 -1.3598e+05 -3.6574e+04
 1.9780e+01  1.3342e+05 -9.3798e+04 -2.1049e+04
 1.9790e+01  1.0865e+05 -3.7566e+04 -1.6256e+04
 1.9800e+01  9.4210e+04  2.8828e+04 -2.2097e+04
 1.9810e+01  9.1305e+04  9.7730e+04 -3.2807e+04
 1.9820e+01  9.6341e+04  1.6023e+05 -4.2212e+04
 1.9830e+01  1.0414e+05  2.1044e+05 -4.6345e+04
 1.9840e+01  1.0882e+05  2.4672e+05 -4.3757e+04
 1.9850e+01  1.0351e+05  2.6960e+05 -3.4683e+04
 1.9860e+01  8.1273e+04  2.7873e+05 -2.0469e+04
 1.9870e+01  3.8020e+04  2.7349e+05 -2.8560e+03
 1.9880e+01 -2.4891e+04  2.5656e+05  1.6036e+04
 1.9890e+01 -9.8633e+04  2.3240e+05  3.4469e+04
 1.9900e+01 -1.6995e+05  2.0195e+05  5.1315e+04
 1.9910e+01 -2.2795e+05  1.6011e+05  6.4887e+04
 1.9920e+01 -2.6586e+05  9.9182e+04  7.1585e+04
 1.9930e+01 -2.8055e+05  1.7463e+04  6.6340e+04
 1.9940e+01 -2.7466e+05 -7.3671e+04  4.5197e+04
 1.9950e+01 -2.5433e+05 -1.5297e+05  1.0755e+04
 1.9960e+01 -2.2452e+05 -2.0077e+05 -3.0982e+04
 1.9970e+01 -1.8720e+05 -2.0918e+05 -7.9145e+04
 1.9980e+01 -1.4233e+05 -1.8714e+05 -1.3859e+05
 1.9990e+01 -9.2187e+04 -1.5580e+05 -2.1463e+05
 2.0000e+01 -4.0599e+04 -1.3558e+05 -3.0206e+05
 2.0010e+01  7.8590e+03 -1.3624e+05 -3.8404e+05
 2.0020e+01  4.6019e+04 -1.5550e+05 -4.4222e+05
 2.0030e+01  6.5936e+04 -1.8347e+05 -4.6470e+05
 2.0040e+01  6.1643e+04 -2.0830e+05 -4.4888e+05
 2.0050e+01  3.4196e+04 -2.1969e+05 -4.0087e+05
 2.0060e+01 -7.0430e+03 -2.1214e+05 -3.3285e+05
 2.0070e+01 -4.8412e+04 -1.8864e+05 -2.5545e+05
 2.0080e+01 -7.6125e+04 -1.5900e+05 -1.7363e+05
